Sector,Area,Basis,Measure,Units,Year,Value
Private nonfarm,Massachusetts,All workers,Hours worked,Millions of hours,2017,"5,689.197"
Private nonfarm,Massachusetts,All workers,Hours worked,Millions of hours,2018,"5,718.982"
Private nonfarm,Massachusetts,All workers,Hours worked,Millions of hours,2019,"5,803.965"
Private nonfarm,Massachusetts,All workers,Hours worked,Millions of hours,2020,"5,243.228"
Private nonfarm,Massachusetts,All workers,Hours worked,Millions of hours,2021,"5,534.228"
Private nonfarm,Massachusetts,All workers,Hours worked,Millions of hours,2022,"5,788.586"
Private nonfarm,Michigan,All workers,Hours worked,Millions of hours,2007,"6,799.842"
Private nonfarm,Michigan,All workers,Hours worked,Millions of hours,2008,"6,417.587"
Private nonfarm,Michigan,All workers,Hours worked,Millions of hours,2009,"5,749.157"
Private nonfarm,Michigan,All workers,Hours worked,Millions of hours,2010,"5,826.646"
Private nonfarm,Michigan,All workers,Hours worked,Millions of hours,2011,"6,126.842"
Private nonfarm,Michigan,All workers,Hours worked,Millions of hours,2012,"6,321.046"
Private nonfarm,Michigan,All workers,Hours worked,Millions of hours,2013,"6,441.539"
Private nonfarm,Michigan,All workers,Hours worked,Millions of hours,2014,"6,542.832"
Private nonfarm,Michigan,All workers,Hours worked,Millions of hours,2015,"6,736.700"
Private nonfarm,Michigan,All workers,Hours worked,Millions of hours,2016,"6,863.094"
Private nonfarm,Michigan,All workers,Hours worked,Millions of hours,2017,"6,934.165"
Private nonfarm,Michigan,All workers,Hours worked,Millions of hours,2018,"7,038.019"
Private nonfarm,Michigan,All workers,Hours worked,Millions of hours,2019,"6,971.644"
Private nonfarm,Michigan,All workers,Hours worked,Millions of hours,2020,"6,211.681"
Private nonfarm,Michigan,All workers,Hours worked,Millions of hours,2021,"6,596.957"
Private nonfarm,Michigan,All workers,Hours worked,Millions of hours,2022,"6,940.498"
Private nonfarm,Minnesota,All workers,Hours worked,Millions of hours,2007,"4,294.022"
Private nonfarm,Minnesota,All workers,Hours worked,Millions of hours,2008,"4,204.366"
Private nonfarm,Minnesota,All workers,Hours worked,Millions of hours,2009,"3,897.840"
Private nonfarm,Minnesota,All workers,Hours worked,Millions of hours,2010,"3,928.602"
Private nonfarm,Minnesota,All workers,Hours worked,Millions of hours,2011,"4,071.496"
Private nonfarm,Minnesota,All workers,Hours worked,Millions of hours,2012,"4,160.979"
Private nonfarm,Minnesota,All workers,Hours worked,Millions of hours,2013,"4,225.038"
Private nonfarm,Minnesota,All workers,Hours worked,Millions of hours,2014,"4,339.971"
Private nonfarm,Minnesota,All workers,Hours worked,Millions of hours,2015,"4,428.244"
Private nonfarm,Minnesota,All workers,Hours worked,Millions of hours,2016,"4,504.722"
Private nonfarm,Minnesota,All workers,Hours worked,Millions of hours,2017,"4,568.226"
Private nonfarm,Minnesota,All workers,Hours worked,Millions of hours,2018,"4,567.063"
Private nonfarm,Minnesota,All workers,Hours worked,Millions of hours,2019,"4,608.262"
Private nonfarm,Minnesota,All workers,Hours worked,Millions of hours,2020,"4,335.251"
Private nonfarm,Minnesota,All workers,Hours worked,Millions of hours,2021,"4,512.363"
Private nonfarm,Minnesota,All workers,Hours worked,Millions of hours,2022,"4,487.836"
Private nonfarm,Mississippi,All workers,Hours worked,Millions of hours,2007,"1,784.237"
Private nonfarm,Mississippi,All workers,Hours worked,Millions of hours,2008,"1,736.062"
Private nonfarm,Mississippi,All workers,Hours worked,Millions of hours,2009,"1,637.352"
Private nonfarm,Mississippi,All workers,Hours worked,Millions of hours,2010,"1,650.721"
Private nonfarm,Mississippi,All workers,Hours worked,Millions of hours,2011,"1,639.591"
Private nonfarm,Mississippi,All workers,Hours worked,Millions of hours,2012,"1,661.230"
Private nonfarm,Mississippi,All workers,Hours worked,Millions of hours,2013,"1,669.932"
Private nonfarm,Mississippi,All workers,Hours worked,Millions of hours,2014,"1,687.011"
Private nonfarm,Mississippi,All workers,Hours worked,Millions of hours,2015,"1,696.380"
Private nonfarm,Mississippi,All workers,Hours worked,Millions of hours,2016,"1,675.272"
Private nonfarm,Mississippi,All workers,Hours worked,Millions of hours,2017,"1,704.258"
Private nonfarm,Mississippi,All workers,Hours worked,Millions of hours,2018,"1,715.542"
Private nonfarm,Mississippi,All workers,Hours worked,Millions of hours,2019,"1,732.614"
Private nonfarm,Mississippi,All workers,Hours worked,Millions of hours,2020,"1,636.623"
Private nonfarm,Mississippi,All workers,Hours worked,Millions of hours,2021,"1,673.814"
Private nonfarm,Mississippi,All workers,Hours worked,Millions of hours,2022,"1,756.391"
Private nonfarm,Missouri,All workers,Hours worked,Millions of hours,2007,"4,493.926"
Private nonfarm,Missouri,All workers,Hours worked,Millions of hours,2008,"4,392.261"
Private nonfarm,Missouri,All workers,Hours worked,Millions of hours,2009,"4,065.045"
Private nonfarm,Missouri,All workers,Hours worked,Millions of hours,2010,"4,040.089"
Private nonfarm,Missouri,All workers,Hours worked,Millions of hours,2011,"4,163.518"
Private nonfarm,Missouri,All workers,Hours worked,Millions of hours,2012,"4,207.277"
Private nonfarm,Missouri,All workers,Hours worked,Millions of hours,2013,"4,241.466"
Private nonfarm,Missouri,All workers,Hours worked,Millions of hours,2014,"4,251.143"
Private nonfarm,Missouri,All workers,Hours worked,Millions of hours,2015,"4,334.963"
Private nonfarm,Missouri,All workers,Hours worked,Millions of hours,2016,"4,312.786"
Private nonfarm,Missouri,All workers,Hours worked,Millions of hours,2017,"4,356.091"
Private nonfarm,Missouri,All workers,Hours worked,Millions of hours,2018,"4,421.563"
Private nonfarm,Missouri,All workers,Hours worked,Millions of hours,2019,"4,483.764"
Private nonfarm,Missouri,All workers,Hours worked,Millions of hours,2020,"4,197.343"
Private nonfarm,Missouri,All workers,Hours worked,Millions of hours,2021,"4,312.024"
Private nonfarm,Missouri,All workers,Hours worked,Millions of hours,2022,"4,513.320"
Private nonfarm,Montana,All workers,Hours worked,Millions of hours,2007,724.550
Private nonfarm,Montana,All workers,Hours worked,Millions of hours,2008,658.359
Private nonfarm,Montana,All workers,Hours worked,Millions of hours,2009,595.200
Private nonfarm,Montana,All workers,Hours worked,Millions of hours,2010,621.757
Private nonfarm,Montana,All workers,Hours worked,Millions of hours,2011,634.777
Private nonfarm,Montana,All workers,Hours worked,Millions of hours,2012,659.127
Private nonfarm,Montana,All workers,Hours worked,Millions of hours,2013,665.601
Private nonfarm,Montana,All workers,Hours worked,Millions of hours,2014,667.120
Private nonfarm,Montana,All workers,Hours worked,Millions of hours,2015,680.579
Private nonfarm,Montana,All workers,Hours worked,Millions of hours,2016,692.579
Private nonfarm,Montana,All workers,Hours worked,Millions of hours,2017,692.426
Private nonfarm,Montana,All workers,Hours worked,Millions of hours,2018,713.035
Private nonfarm,Montana,All workers,Hours worked,Millions of hours,2019,719.077
Private nonfarm,Montana,All workers,Hours worked,Millions of hours,2020,688.086
Private nonfarm,Montana,All workers,Hours worked,Millions of hours,2021,734.522
Private nonfarm,Montana,All workers,Hours worked,Millions of hours,2022,766.790
Private nonfarm,Nebraska,All workers,Hours worked,Millions of hours,2007,"1,487.067"
Private nonfarm,Nebraska,All workers,Hours worked,Millions of hours,2008,"1,512.645"
Private nonfarm,Nebraska,All workers,Hours worked,Millions of hours,2009,"1,438.087"
Private nonfarm,Nebraska,All workers,Hours worked,Millions of hours,2010,"1,442.917"
Private nonfarm,Nebraska,All workers,Hours worked,Millions of hours,2011,"1,457.278"
Private nonfarm,Nebraska,All workers,Hours worked,Millions of hours,2012,"1,493.806"
Private nonfarm,Nebraska,All workers,Hours worked,Millions of hours,2013,"1,523.636"
Private nonfarm,Nebraska,All workers,Hours worked,Millions of hours,2014,"1,512.122"
Private nonfarm,Nebraska,All workers,Hours worked,Millions of hours,2015,"1,518.204"
Private nonfarm,Nebraska,All workers,Hours worked,Millions of hours,2016,"1,515.280"
Private nonfarm,Nebraska,All workers,Hours worked,Millions of hours,2017,"1,570.169"
Private nonfarm,Nebraska,All workers,Hours worked,Millions of hours,2018,"1,564.097"
Private nonfarm,Nebraska,All workers,Hours worked,Millions of hours,2019,"1,551.792"
Private nonfarm,Nebraska,All workers,Hours worked,Millions of hours,2020,"1,475.723"
Private nonfarm,Nebraska,All workers,Hours worked,Millions of hours,2021,"1,523.158"
Private nonfarm,Nebraska,All workers,Hours worked,Millions of hours,2022,"1,519.626"
Private nonfarm,Nevada,All workers,Hours worked,Millions of hours,2007,"2,244.938"
Private nonfarm,Nevada,All workers,Hours worked,Millions of hours,2008,"2,181.372"
Private nonfarm,Nevada,All workers,Hours worked,Millions of hours,2009,"1,882.852"
Private nonfarm,Nevada,All workers,Hours worked,Millions of hours,2010,"1,780.400"
Private nonfarm,Nevada,All workers,Hours worked,Millions of hours,2011,"1,808.691"
Private nonfarm,Nevada,All workers,Hours worked,Millions of hours,2012,"1,815.755"
Private nonfarm,Nevada,All workers,Hours worked,Millions of hours,2013,"1,822.906"
Private nonfarm,Nevada,All workers,Hours worked,Millions of hours,2014,"1,896.086"
Private nonfarm,Nevada,All workers,Hours worked,Millions of hours,2015,"1,990.044"
Private nonfarm,Nevada,All workers,Hours worked,Millions of hours,2016,"2,059.090"
Private nonfarm,Nevada,All workers,Hours worked,Millions of hours,2017,"2,138.649"
Private nonfarm,Nevada,All workers,Hours worked,Millions of hours,2018,"2,211.513"
Private nonfarm,Nevada,All workers,Hours worked,Millions of hours,2019,"2,325.853"
Private nonfarm,Nevada,All workers,Hours worked,Millions of hours,2020,"2,050.784"
Private nonfarm,Nevada,All workers,Hours worked,Millions of hours,2021,"2,257.776"
Private nonfarm,Nevada,All workers,Hours worked,Millions of hours,2022,"2,499.157"
Private nonfarm,New Hampshire,All workers,Hours worked,Millions of hours,2007,"1,034.128"
Private nonfarm,New Hampshire,All workers,Hours worked,Millions of hours,2008,"1,003.367"
Private nonfarm,New Hampshire,All workers,Hours worked,Millions of hours,2009,958.277
Private nonfarm,New Hampshire,All workers,Hours worked,Millions of hours,2010,976.808
Private nonfarm,New Hampshire,All workers,Hours worked,Millions of hours,2011,991.379
Private nonfarm,New Hampshire,All workers,Hours worked,Millions of hours,2012,"1,004.291"
Private nonfarm,New Hampshire,All workers,Hours worked,Millions of hours,2013,"1,028.424"
Private nonfarm,New Hampshire,All workers,Hours worked,Millions of hours,2014,"1,032.749"
Private nonfarm,New Hampshire,All workers,Hours worked,Millions of hours,2015,"1,052.839"
Private nonfarm,New Hampshire,All workers,Hours worked,Millions of hours,2016,"1,073.350"
Private nonfarm,New Hampshire,All workers,Hours worked,Millions of hours,2017,"1,080.830"
Private nonfarm,New Hampshire,All workers,Hours worked,Millions of hours,2018,"1,090.437"
Private nonfarm,New Hampshire,All workers,Hours worked,Millions of hours,2019,"1,088.535"
Private nonfarm,New Hampshire,All workers,Hours worked,Millions of hours,2020,"1,008.509"
Private nonfarm,New Hampshire,All workers,Hours worked,Millions of hours,2021,"1,051.755"
Private nonfarm,New Hampshire,All workers,Hours worked,Millions of hours,2022,"1,093.646"
Private nonfarm,New Jersey,All workers,Hours worked,Millions of hours,2007,"6,282.004"
Private nonfarm,New Jersey,All workers,Hours worked,Millions of hours,2008,"6,170.958"
Private nonfarm,New Jersey,All workers,Hours worked,Millions of hours,2009,"5,837.055"
Private nonfarm,New Jersey,All workers,Hours worked,Millions of hours,2010,"5,777.862"
Private nonfarm,New Jersey,All workers,Hours worked,Millions of hours,2011,"5,816.343"
Private nonfarm,New Jersey,All workers,Hours worked,Millions of hours,2012,"5,908.293"
Private nonfarm,New Jersey,All workers,Hours worked,Millions of hours,2013,"5,888.778"
Private nonfarm,New Jersey,All workers,Hours worked,Millions of hours,2014,"5,975.064"
Private nonfarm,New Jersey,All workers,Hours worked,Millions of hours,2015,"6,115.674"
Private nonfarm,New Jersey,All workers,Hours worked,Millions of hours,2016,"6,258.090"
Private nonfarm,New Jersey,All workers,Hours worked,Millions of hours,2017,"6,278.811"
Private nonfarm,New Jersey,All workers,Hours worked,Millions of hours,2018,"6,385.014"
Private nonfarm,New Jersey,All workers,Hours worked,Millions of hours,2019,"6,462.512"
Private nonfarm,New Jersey,All workers,Hours worked,Millions of hours,2020,"5,848.878"
Private nonfarm,New Jersey,All workers,Hours worked,Millions of hours,2021,"6,239.897"
Private nonfarm,New Jersey,All workers,Hours worked,Millions of hours,2022,"6,540.085"
Private nonfarm,New Mexico,All workers,Hours worked,Millions of hours,2007,"1,278.929"
Private nonfarm,New Mexico,All workers,Hours worked,Millions of hours,2008,"1,288.277"
Private nonfarm,New Mexico,All workers,Hours worked,Millions of hours,2009,"1,202.162"
Private nonfarm,New Mexico,All workers,Hours worked,Millions of hours,2010,"1,150.765"
Private nonfarm,New Mexico,All workers,Hours worked,Millions of hours,2011,"1,173.536"
Private nonfarm,New Mexico,All workers,Hours worked,Millions of hours,2012,"1,173.114"
Private nonfarm,New Mexico,All workers,Hours worked,Millions of hours,2013,"1,188.480"
Private nonfarm,New Mexico,All workers,Hours worked,Millions of hours,2014,"1,182.157"
Private nonfarm,New Mexico,All workers,Hours worked,Millions of hours,2015,"1,176.361"
Private nonfarm,New Mexico,All workers,Hours worked,Millions of hours,2016,"1,153.278"
Private nonfarm,New Mexico,All workers,Hours worked,Millions of hours,2017,"1,179.805"
Private nonfarm,New Mexico,All workers,Hours worked,Millions of hours,2018,"1,210.143"
Private nonfarm,New Mexico,All workers,Hours worked,Millions of hours,2019,"1,224.020"
Private nonfarm,New Mexico,All workers,Hours worked,Millions of hours,2020,"1,125.785"
Private nonfarm,New Mexico,All workers,Hours worked,Millions of hours,2021,"1,171.081"
Private nonfarm,New Mexico,All workers,Hours worked,Millions of hours,2022,"1,213.777"
Private nonfarm,New York,All workers,Hours worked,Millions of hours,2007,"13,310.536"
Private nonfarm,New York,All workers,Hours worked,Millions of hours,2008,"13,322.025"
Private nonfarm,New York,All workers,Hours worked,Millions of hours,2009,"12,768.579"
Private nonfarm,New York,All workers,Hours worked,Millions of hours,2010,"12,812.260"
Private nonfarm,New York,All workers,Hours worked,Millions of hours,2011,"13,156.257"
Private nonfarm,New York,All workers,Hours worked,Millions of hours,2012,"13,379.681"
Private nonfarm,New York,All workers,Hours worked,Millions of hours,2013,"13,621.310"
Private nonfarm,New York,All workers,Hours worked,Millions of hours,2014,"13,824.820"
Private nonfarm,New York,All workers,Hours worked,Millions of hours,2015,"14,262.020"
Private nonfarm,New York,All workers,Hours worked,Millions of hours,2016,"14,342.185"
Private nonfarm,New York,All workers,Hours worked,Millions of hours,2017,"14,414.996"
Private nonfarm,New York,All workers,Hours worked,Millions of hours,2018,"14,520.884"
Private nonfarm,New York,All workers,Hours worked,Millions of hours,2019,"14,559.017"
