"Annual labor productivity by state and region, N.A. = data not available",,,,,,,,,,,,,,,,,,,,
"Data released May 25, 2023; Bureau of Labor Statistics, Office of Productivity and Technology",,,,,,,,,,,,,,,,,,,,
Sector,Area,Basis,Measure,Units,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Private nonfarm,California,All workers,Real labor compensation,Millions of 2012 dollars,"938,199.433","896,004.677","844,048.831","858,137.677","875,225.863","908,531.749","937,695.992","978,984.763","1,037,768.501","1,078,131.813","1,102,429.432","1,135,449.649","1,176,211.952","1,161,398.860","1,259,147.194","1,222,618.536"
Private nonfarm,California,All workers,Value-added output,Millions of current dollars,"1,505,793.340","1,506,712.721","1,456,641.071","1,508,436.763","1,570,439.280","1,661,803.557","1,752,024.399","1,848,136.044","1,972,329.890","2,053,170.446","2,196,224.062","2,343,186.629","2,475,064.072","2,442,269.290","2,769,848.975","2,946,631.780"
Private nonfarm,California,All workers,Labor compensation,Millions of current dollars,"928,130.558","920,800.010","858,456.387","879,273.535","923,410.616","982,656.307","1,027,577.084","1,091,388.341","1,168,647.480","1,221,487.478","1,302,214.646","1,385,902.281","1,450,157.303","1,461,713.771","1,658,652.124","1,742,424.797"
Private nonfarm,California,All workers,Real hourly compensation,2012 dollars per hour worked,36.332,35.954,36.683,37.439,37.362,37.618,37.432,37.938,39.133,39.730,39.892,40.108,41.531,45.000,46.059,42.648
Private nonfarm,California,All workers,Hourly compensation,Current dollars per hour worked,35.942,36.949,37.309,38.361,39.419,40.687,41.020,42.294,44.068,45.013,47.122,48.955,51.204,56.635,60.672,60.780
Private nonfarm,California,All workers,Labor productivity,% Change from previous year,N.A.,2.6,4.6,2.8,-0.1,0.6,0.0,0.9,2.5,0.8,3.7,2.4,3.9,7.0,3.6,-4.5
Private nonfarm,California,All workers,Real value-added output,% Change from previous year,N.A.,-1.0,-3.4,2.4,2.1,3.7,3.8,3.9,5.4,3.2,5.6,4.9,4.0,-2.5,9.7,0.1
Private nonfarm,California,All workers,Hours worked,% Change from previous year,N.A.,-3.5,-7.7,-0.4,2.2,3.1,3.7,3.0,2.8,2.3,1.8,2.4,0.0,-8.9,5.9,4.9
Private nonfarm,California,All workers,Employment,% Change from previous year,N.A.,-2.1,-6.4,-1.0,1.3,2.7,3.0,2.9,2.5,2.9,2.3,2.2,0.6,-8.7,5.0,5.9
Private nonfarm,California,All workers,Output per worker,% Change from previous year,N.A.,1.2,3.2,3.5,0.9,1.0,0.7,1.0,2.8,0.3,3.2,2.7,3.3,6.8,4.5,-5.4
Private nonfarm,California,All workers,Real hourly compensation,% Change from previous year,N.A.,-1.0,2.0,2.1,-0.2,0.7,-0.5,1.4,3.1,1.5,0.4,0.5,3.5,8.4,2.4,-7.4
Private nonfarm,California,All workers,Hourly compensation,% Change from previous year,N.A.,2.8,1.0,2.8,2.8,3.2,0.8,3.1,4.2,2.1,4.7,3.9,4.6,10.6,7.1,0.2
Private nonfarm,California,All workers,Value-added output,% Change from previous year,N.A.,0.1,-3.3,3.6,4.1,5.8,5.4,5.5,6.7,4.1,7.0,6.7,5.6,-1.3,13.4,6.4
Private nonfarm,California,All workers,Value-added output price deflator,% Change from previous year,N.A.,1.0,0.1,1.1,1.9,2.0,1.6,1.5,1.3,0.9,1.3,1.7,1.6,1.2,3.4,6.2
Private nonfarm,California,All workers,Labor compensation,% Change from previous year,N.A.,-0.8,-6.8,2.4,5.0,6.4,4.6,6.2,7.1,4.5,6.6,6.4,4.6,0.8,13.5,5.1
Private nonfarm,California,All workers,Real labor compensation,% Change from previous year,N.A.,-4.5,-5.8,1.7,2.0,3.8,3.2,4.4,6.0,3.9,2.3,3.0,3.6,-1.3,8.4,-2.9
Private nonfarm,California,All workers,Unit labor costs,% Change from previous year,N.A.,0.2,-3.5,0.0,2.8,2.6,0.8,2.2,1.6,1.3,1.0,1.5,0.7,3.3,3.4,4.9
Private nonfarm,Colorado,All workers,Labor productivity,Index (2012=100),94.290,95.091,100.167,102.051,101.165,100.000,102.065,104.250,108.520,108.939,110.999,111.584,116.625,121.489,122.765,123.545
Private nonfarm,Colorado,All workers,Real value-added output,Index (2012=100),97.320,97.902,94.616,95.677,97.394,100.000,104.163,109.656,115.017,117.101,121.764,127.375,133.684,131.223,140.286,145.802
Private nonfarm,Colorado,All workers,Hours worked,Index (2012=100),103.213,102.956,94.459,93.754,96.273,100.000,102.055,105.186,105.987,107.493,109.698,114.152,114.628,108.013,114.272,118.016
Private nonfarm,Colorado,All workers,Employment,Index (2012=100),103.310,103.523,97.597,96.126,98.025,100.000,102.752,105.708,109.008,111.483,114.565,118.361,120.189,114.206,120.325,125.013
Private nonfarm,Colorado,All workers,Output per worker,Index (2012=100),94.201,94.571,96.946,99.533,99.356,100.000,101.373,103.735,105.513,105.039,106.284,107.616,111.228,114.900,116.589,116.630
Private nonfarm,Colorado,All workers,Real hourly compensation,Index (2012=100),99.119,98.360,103.036,104.967,100.619,100.000,100.441,103.416,107.061,108.126,110.005,113.909,116.452,121.969,123.414,122.431
Private nonfarm,Colorado,All workers,Hourly compensation,Index (2012=100),89.532,92.296,95.417,97.114,98.132,100.000,102.079,106.042,110.511,112.503,117.647,121.328,129.159,138.890,146.029,156.730
Private nonfarm,Colorado,All workers,Value-added output price deflator,Index (2012=100),93.978,96.437,95.032,96.623,98.531,100.000,101.888,103.271,101.426,102.056,104.369,107.036,108.142,108.036,114.321,123.460
Private nonfarm,Colorado,All workers,Labor compensation,Index (2012=100),92.409,95.024,90.130,91.048,94.474,100.000,104.178,111.541,117.126,120.932,129.056,138.499,148.052,150.019,166.870,184.966
Private nonfarm,Colorado,All workers,Real labor compensation,Index (2012=100),102.304,101.267,97.326,98.411,96.869,100.000,102.506,108.779,113.470,116.227,120.673,130.030,133.486,131.742,141.028,144.488
Private nonfarm,Colorado,All workers,Unit labor costs,Index (2012=100),94.954,97.060,95.258,95.162,97.001,100.000,100.014,101.719,101.834,103.271,105.989,108.733,110.748,114.324,118.950,126.861
Private nonfarm,Colorado,All workers,Employment,Thousands of jobs,2196.6,2201.1,2075.1,2043.8,2084.2,2126.2,2184.7,2247.6,2317.7,2370.4,2435.9,2516.6,2555.5,2428.3,2558.4,2658.0
Private nonfarm,Colorado,All workers,Hours worked,Millions of hours,"3,848.431","3,838.836","3,522.006","3,495.726","3,589.634","3,728.617","3,805.254","3,921.973","3,951.832","4,007.984","4,090.220","4,256.294","4,274.021","4,027.383","4,260.769","4,400.356"
Private nonfarm,Colorado,All workers,Real labor compensation,Millions of 2012 dollars,"131,232.727","129,902.833","124,847.072","126,238.597","124,260.466","128,277.049","131,491.563","139,538.581","145,555.984","149,092.726","154,795.635","166,798.461","171,231.508","168,995.302","180,906.118","185,345.450"
Private nonfarm,Colorado,All workers,Value-added output,Millions of current dollars,"196,746.206","203,101.433","193,424.628","198,868.648","206,435.198","215,118.653","228,304.586","243,604.765","250,949.805","257,084.501","273,379.473","293,288.378","310,994.499","304,969.155","345,000.464","387,230.401"
Private nonfarm,Colorado,All workers,Labor compensation,Millions of current dollars,"121,594.364","125,034.842","118,595.189","119,803.331","124,311.403","131,582.670","137,079.672","146,768.285","154,118.022","159,125.435","169,815.804","182,240.624","194,811.146","197,399.509","219,572.063","243,382.876"
Private nonfarm,Colorado,All workers,Real hourly compensation,2012 dollars per hour worked,34.100,33.839,35.448,36.112,34.616,34.403,34.555,35.579,36.833,37.199,37.845,39.189,40.063,41.962,42.459,42.121
Private nonfarm,Colorado,All workers,Hourly compensation,Current dollars per hour worked,31.596,32.571,33.673,34.271,34.631,35.290,36.024,37.422,38.999,39.702,41.518,42.817,45.580,49.014,51.533,55.310
Private nonfarm,Colorado,All workers,Labor productivity,% Change from previous year,N.A.,0.8,5.3,1.9,-0.9,-1.2,2.1,2.1,4.1,0.4,1.9,0.5,4.5,4.2,1.1,0.6
Private nonfarm,Colorado,All workers,Real value-added output,% Change from previous year,N.A.,0.6,-3.4,1.1,1.8,2.7,4.2,5.3,4.9,1.8,4.0,4.6,5.0,-1.8,6.9,3.9
Private nonfarm,Colorado,All workers,Hours worked,% Change from previous year,N.A.,-0.2,-8.3,-0.7,2.7,3.9,2.1,3.1,0.8,1.4,2.1,4.1,0.4,-5.8,5.8,3.3
Private nonfarm,Colorado,All workers,Employment,% Change from previous year,N.A.,0.2,-5.7,-1.5,2.0,2.0,2.8,2.9,3.1,2.3,2.8,3.3,1.5,-5.0,5.4,3.9
Private nonfarm,Colorado,All workers,Output per worker,% Change from previous year,N.A.,0.4,2.5,2.7,-0.2,0.6,1.4,2.3,1.7,-0.4,1.2,1.3,3.4,3.3,1.5,0.0
Private nonfarm,Colorado,All workers,Real hourly compensation,% Change from previous year,N.A.,-0.8,4.8,1.9,-4.1,-0.6,0.4,3.0,3.5,1.0,1.7,3.6,2.2,4.7,1.2,-0.8
Private nonfarm,Colorado,All workers,Hourly compensation,% Change from previous year,N.A.,3.1,3.4,1.8,1.1,1.9,2.1,3.9,4.2,1.8,4.6,3.1,6.5,7.5,5.1,7.3
Private nonfarm,Colorado,All workers,Value-added output,% Change from previous year,N.A.,3.2,-4.8,2.8,3.8,4.2,6.1,6.7,3.0,2.4,6.3,7.3,6.0,-1.9,13.1,12.2
Private nonfarm,Colorado,All workers,Value-added output price deflator,% Change from previous year,N.A.,2.6,-1.5,1.7,2.0,1.5,1.9,1.4,-1.8,0.6,2.3,2.6,1.0,-0.1,5.8,8.0
Private nonfarm,Colorado,All workers,Labor compensation,% Change from previous year,N.A.,2.8,-5.2,1.0,3.8,5.8,4.2,7.1,5.0,3.2,6.7,7.3,6.9,1.3,11.2,10.8
Private nonfarm,Colorado,All workers,Real labor compensation,% Change from previous year,N.A.,-1.0,-3.9,1.1,-1.6,3.2,2.5,6.1,4.3,2.4,3.8,7.8,2.7,-1.3,7.0,2.5
Private nonfarm,Colorado,All workers,Unit labor costs,% Change from previous year,N.A.,2.2,-1.9,-0.1,1.9,3.1,0.0,1.7,0.1,1.4,2.6,2.6,1.9,3.2,4.0,6.7
Private nonfarm,Connecticut,All workers,Labor productivity,Index (2012=100),105.771,105.749,107.298,107.063,101.120,100.000,99.604,97.898,101.721,100.451,104.602,103.816,106.360,105.544,107.057,108.614
Private nonfarm,Connecticut,All workers,Real value-added output,Index (2012=100),109.435,107.169,101.423,101.048,98.420,100.000,97.769,97.600,101.606,102.362,104.475,105.760,107.588,100.035,105.896,109.125
Private nonfarm,Connecticut,All workers,Hours worked,Index (2012=100),103.464,101.342,94.525,94.382,97.330,100.000,98.158,99.696,99.887,101.902,99.879,101.873,101.154,94.780,98.916,100.470
Private nonfarm,Connecticut,All workers,Employment,Index (2012=100),103.311,102.172,98.794,97.567,98.480,100.000,99.828,101.040,102.014,103.993,102.281,103.703,103.435,97.010,100.219,103.273
Private nonfarm,Connecticut,All workers,Output per worker,Index (2012=100),105.927,104.891,102.662,103.567,99.939,100.000,97.937,96.596,99.600,98.431,102.145,101.983,104.014,103.118,105.665,105.666
Private nonfarm,Connecticut,All workers,Real hourly compensation,Index (2012=100),100.653,98.753,101.219,104.915,101.095,100.000,99.709,100.545,103.127,102.207,100.462,102.407,104.350,109.850,109.794,107.500
Private nonfarm,Connecticut,All workers,Hourly compensation,Index (2012=100),93.256,95.047,97.005,99.242,99.510,100.000,101.575,103.830,106.632,107.173,108.114,109.667,113.368,122.215,125.161,132.581
Private nonfarm,Connecticut,All workers,Value-added output price deflator,Index (2012=100),91.037,92.658,95.240,95.925,97.654,100.000,102.191,104.340,106.496,107.856,109.136,111.454,113.606,116.074,119.590,126.021
Private nonfarm,Connecticut,All workers,Labor compensation,Index (2012=100),96.486,96.323,91.694,93.666,96.853,100.000,99.703,103.514,106.511,109.211,107.983,111.721,114.677,115.835,123.805,133.205
Private nonfarm,Connecticut,All workers,Real labor compensation,Index (2012=100),104.140,100.078,95.678,99.021,98.397,100.000,97.872,100.239,103.010,104.151,100.340,104.325,105.554,104.116,108.604,108.005
Private nonfarm,Connecticut,All workers,Unit labor costs,Index (2012=100),88.168,89.879,90.407,92.695,98.408,100.000,101.978,106.059,104.828,106.692,103.357,105.636,106.589,115.795,116.911,122.066
Private nonfarm,Connecticut,All workers,Employment,Thousands of jobs,1596.8,1579.2,1527.0,1508.0,1522.1,1545.6,1543.0,1561.7,1576.8,1607.4,1580.9,1602.9,1598.7,1499.4,1549.0,1596.2
Private nonfarm,Connecticut,All workers,Hours worked,Millions of hours,"2,742.863","2,686.616","2,505.885","2,502.090","2,580.253","2,651.027","2,602.185","2,642.958","2,648.025","2,701.440","2,647.822","2,700.680","2,681.628","2,512.636","2,622.295","2,663.494"
Private nonfarm,Connecticut,All workers,Real labor compensation,Millions of 2012 dollars,"115,332.245","110,833.931","105,960.363","109,662.798","108,971.293","110,747.118","108,389.954","111,011.937","114,080.370","115,343.947","111,123.909","115,536.518","116,898.462","115,305.008","120,276.145","119,612.552"
Private nonfarm,Connecticut,All workers,Value-added output,Millions of current dollars,"195,648.623","195,010.708","189,699.286","190,355.020","188,747.385","196,384.193","196,210.481","199,989.222","212,500.474","216,814.019","223,916.739","231,486.372","240,031.635","228,030.673","248,704.382","270,067.808"
Private nonfarm,Connecticut,All workers,Labor compensation,Millions of current dollars,"113,322.433","113,130.320","107,694.065","110,010.268","113,753.288","117,449.358","117,100.802","121,576.143","125,096.691","128,268.152","126,825.199","131,216.037","134,686.813","136,047.904","145,407.972","156,447.899"
Private nonfarm,Connecticut,All workers,Real hourly compensation,2012 dollars per hour worked,42.048,41.254,42.285,43.828,42.233,41.775,41.653,42.003,43.081,42.697,41.968,42.781,43.592,45.890,45.867,44.908
Private nonfarm,Connecticut,All workers,Hourly compensation,Current dollars per hour worked,41.315,42.109,42.976,43.967,44.086,44.303,45.001,46.000,47.242,47.481,47.898,48.586,50.226,54.145,55.451,58.738
Private nonfarm,Connecticut,All workers,Labor productivity,% Change from previous year,N.A.,0.0,1.5,-0.2,-5.6,-1.1,-0.4,-1.7,3.9,-1.2,4.1,-0.8,2.5,-0.8,1.4,1.5
Private nonfarm,Connecticut,All workers,Real value-added output,% Change from previous year,N.A.,-2.1,-5.4,-0.4,-2.6,1.6,-2.2,-0.2,4.1,0.7,2.1,1.2,1.7,-7.0,5.9,3.0
Private nonfarm,Connecticut,All workers,Hours worked,% Change from previous year,N.A.,-2.1,-6.7,-0.2,3.1,2.7,-1.8,1.6,0.2,2.0,-2.0,2.0,-0.7,-6.3,4.4,1.6
Private nonfarm,Connecticut,All workers,Employment,% Change from previous year,N.A.,-1.1,-3.3,-1.2,0.9,1.5,-0.2,1.2,1.0,1.9,-1.6,1.4,-0.3,-6.2,3.3,3.0
Private nonfarm,Connecticut,All workers,Output per worker,% Change from previous year,N.A.,-1.0,-2.1,0.9,-3.5,0.1,-2.1,-1.4,3.1,-1.2,3.8,-0.2,2.0,-0.9,2.5,0.0
Private nonfarm,Connecticut,All workers,Real hourly compensation,% Change from previous year,N.A.,-1.9,2.5,3.6,-3.6,-1.1,-0.3,0.8,2.6,-0.9,-1.7,1.9,1.9,5.3,-0.1,-2.1
Private nonfarm,Connecticut,All workers,Hourly compensation,% Change from previous year,N.A.,1.9,2.1,2.3,0.3,0.5,1.6,2.2,2.7,0.5,0.9,1.4,3.4,7.8,2.4,5.9
Private nonfarm,Connecticut,All workers,Value-added output,% Change from previous year,N.A.,-0.3,-2.7,0.3,-0.8,4.0,-0.1,1.9,6.3,2.0,3.3,3.4,3.7,-5.0,9.1,8.6
Private nonfarm,Connecticut,All workers,Value-added output price deflator,% Change from previous year,N.A.,1.8,2.8,0.7,1.8,2.4,2.2,2.1,2.1,1.3,1.2,2.1,1.9,2.2,3.0,5.4
Private nonfarm,Connecticut,All workers,Labor compensation,% Change from previous year,N.A.,-0.2,-4.8,2.2,3.4,3.2,-0.3,3.8,2.9,2.5,-1.1,3.5,2.6,1.0,6.9,7.6
Private nonfarm,Connecticut,All workers,Real labor compensation,% Change from previous year,N.A.,-3.9,-4.4,3.5,-0.6,1.6,-2.1,2.4,2.8,1.1,-3.7,4.0,1.2,-1.4,4.3,-0.6
Private nonfarm,Connecticut,All workers,Unit labor costs,% Change from previous year,N.A.,1.9,0.6,2.5,6.2,1.6,2.0,4.0,-1.2,1.8,-3.1,2.2,0.9,8.6,1.0,4.4
Private nonfarm,Delaware,All workers,Labor productivity,Index (2012=100),88.886,87.035,100.605,101.552,101.960,100.000,94.898,101.403,103.150,94.036,89.141,89.348,93.542,99.288,97.050,95.329
Private nonfarm,Delaware,All workers,Real value-added output,Index (2012=100),97.152,92.465,97.501,96.035,100.382,100.000,95.659,104.814,109.049,101.718,95.886,97.726,103.076,99.462,103.128,105.613
Private nonfarm,Delaware,All workers,Hours worked,Index (2012=100),109.300,106.238,96.915,94.567,98.452,100.000,100.802,103.364,105.719,108.170,107.566,109.376,110.192,100.175,106.263,110.787
Private nonfarm,Delaware,All workers,Employment,Index (2012=100),105.287,104.751,98.903,97.058,98.254,100.000,101.861,103.413,105.649,107.459,107.752,109.742,110.908,103.354,107.509,111.824
Private nonfarm,Delaware,All workers,Output per worker,Index (2012=100),92.273,88.271,98.582,98.946,102.166,100.000,93.911,101.355,103.217,94.657,88.988,89.050,92.938,96.234,95.925,94.446
Private nonfarm,Delaware,All workers,Real hourly compensation,Index (2012=100),96.415,95.535,97.366,99.453,98.883,100.000,100.947,99.841,101.842,99.211,101.732,100.369,102.194,112.066,108.480,105.393
Private nonfarm,Delaware,All workers,Hourly compensation,Index (2012=100),88.092,90.676,93.116,96.368,98.055,100.000,101.729,103.588,104.425,103.348,107.642,109.437,112.975,122.577,125.785,132.214
Private nonfarm,Delaware,All workers,Value-added output price deflator,Index (2012=100),94.448,95.052,94.022,96.061,97.423,100.000,102.350,105.272,107.732,110.382,113.525,118.144,120.497,121.856,125.935,132.694
Private nonfarm,Delaware,All workers,Labor compensation,Index (2012=100),96.284,96.333,90.243,91.133,96.537,100.000,102.544,107.073,110.397,111.791,115.786,119.699,124.489,122.791,133.664,146.477
Private nonfarm,Delaware,All workers,Real labor compensation,Index (2012=100),105.382,101.495,94.363,94.050,97.352,100.000,101.756,103.199,107.666,107.316,109.429,109.781,112.610,112.262,115.274,116.762
Private nonfarm,Delaware,All workers,Unit labor costs,Index (2012=100),99.107,104.183,92.556,94.895,96.170,100.000,107.198,102.155,101.237,109.903,120.754,122.484,120.775,123.456,129.609,138.692
Private nonfarm,Delaware,All workers,Employment,Thousands of jobs,402.2,400.2,377.8,370.8,375.3,382.0,389.1,395.0,403.6,410.5,411.6,419.2,423.7,394.8,410.7,427.2
Private nonfarm,Delaware,All workers,Hours worked,Millions of hours,682.369,663.253,605.050,590.392,614.645,624.309,629.314,645.311,660.013,675.314,671.545,682.847,687.940,625.401,663.411,691.655
Private nonfarm,Delaware,All workers,Real labor compensation,Millions of 2012 dollars,"25,383.354","24,447.002","22,729.157","22,653.873","23,449.189","24,087.007","24,509.975","24,857.591","25,933.578","25,849.305","26,358.236","26,442.838","27,124.390","27,040.555","27,766.075","28,124.523"
Private nonfarm,Delaware,All workers,Value-added output,Millions of current dollars,"47,137.273","45,149.914","47,093.045","47,391.123","50,238.297","51,371.068","50,296.163","56,682.727","60,351.018","57,678.722","55,919.809","59,311.807","63,804.524","62,261.929","66,717.606","71,992.738"
Private nonfarm,Delaware,All workers,Labor compensation,Millions of current dollars,"23,019.595","23,031.140","21,575.301","21,788.012","23,080.071","23,907.941","24,516.274","25,598.895","26,393.647","26,726.972","27,682.028","28,617.467","29,762.828","29,356.821","31,956.224","35,019.537"
Private nonfarm,Delaware,All workers,Real hourly compensation,2012 dollars per hour worked,37.199,36.859,37.566,38.371,38.151,38.582,38.947,38.520,39.293,38.277,39.250,38.724,39.428,43.237,41.854,40.663
Private nonfarm,Delaware,All workers,Hourly compensation,Current dollars per hour worked,33.735,34.725,35.659,36.904,37.550,38.295,38.957,39.669,39.990,39.577,41.221,41.909,43.264,46.941,48.170,50.631
Private nonfarm,Delaware,All workers,Labor productivity,% Change from previous year,N.A.,-2.1,15.6,0.9,0.4,-1.9,-5.1,6.9,1.7,-8.8,-5.2,0.2,4.7,6.1,-2.3,-1.8
Private nonfarm,Delaware,All workers,Real value-added output,% Change from previous year,N.A.,-4.8,5.4,-1.5,4.5,-0.4,-4.3,9.6,4.0,-6.7,-5.7,1.9,5.5,-3.5,3.7,2.4
Private nonfarm,Delaware,All workers,Hours worked,% Change from previous year,N.A.,-2.8,-8.8,-2.4,4.1,1.6,0.8,2.5,2.3,2.3,-0.6,1.7,0.7,-9.1,6.1,4.3
